user_id,country,username,description
1207857696,Nigeria,ShavaunGlen,Dabbling with the art & science of communications. Encouraging people to use productive dialogue active listening & empathy to interact with each other.
1208978765826666498,Nigeria,callme_greeny,Greeny Rose : Support #MileApo 🤍
1217401920450711554,Nigeria,AB211Savage,
1226936266731728903,Nigeria,MommaDukes001,1000% Trump supporter/MAGA/KAGA. 🇺🇸🇺🇸🇺🇸. Much ❤️ for our Veterans. Dogs are the greatest friends. Back the Blue.  No DM’s.
1228667284664848391,Nigeria,dem8z,Reader writer teacher gardener seamstress contrarian.        Professor @WoodsonUVA       Alice Griffin Professor of English University of Virginia
1230923775786573824,Nigeria,levismom82,Autism advocate to a superhero..all philly sports fan for life..#AirForce veteran... award winning children’s book author #BLM #blackautisticlivesmatter
1259809114873647104,Nigeria,polyglotte8,Parent academic. GC. Tired of the woke bullying and lunacy in our society. 🦕 💚🤍💜 pronouns EFF/OFF
1260555995853586432,Nigeria,Jennife22183819,regret from the mistakes
1281525153940361216,Nigeria,KelleyB91789133,what are youoing here
1287057413753929734,Nigeria,MapleNoodles,
1301371088195276800,Nigeria,m155am,t.swift + kpop gg enthusiast and occasional history nerd. 1989’s biggest stan
1349136910510395392,Nigeria,spccmvjc,#StopHindiImposition #KannadaPride #Trump #GodEmperorTrump #Kannada #Federalism #KannadigaFirst
1356601718579077123,Nigeria,head_of_peace,Maintaining balance to the world
1362548856995667971,Nigeria,serge8384,Researcher-Historian-views strictly my own - free thinkerNBA addicted'
136332919,Nigeria,bilbo815,ideas guy. Some good some not so!
1363916805794856964,Nigeria,beier36ubimz,
1440601338224594946,Nigeria,SoftGhost,location':
1463715376517332992,Nigeria,JuryProjectZA,
1481776266751758336,Nigeria,,Simplifying Real Estate Investment. \nBuilding a community of proud assets owners!🏡
1483400361318793218,Nigeria,monsenyore,location':
1531161175,Nigeria,mzdoyeen,20.10.20💔. Navigating life with some of the best people in the world 🥰 #EndSars
1538284490304409600,Nigeria,OG_Mitch_,USE TO BE STAY SAFE... NOW ITS STAY DANGEROUS 🛸
1570833157892571137,Nigeria,susann95624993,
1572502848222396417,Nigeria,__Sense__,
1577898933870886914,Nigeria,fucknoshitfuck,bad at art work good at metal work\n • drunk and angry\n• ten badgers in a skin suit • queer as hell •\n🌹 •\nthey/them
1578431701788893184,Nigeria,F76200811,自助网址 https://t.co/x3YcFKDFN0\n推特，脸书，Instagram，YouTube，twitchdiscordTikTok，电报。\n#刷粉 #增粉 #点赞 #买粉\n联系电报 https://t.co/CmcDpdLV5u
1590160007382827008,Nigeria,jankeova,...člověk je bohatý tímco učinil pro druhého...
1591745346727825409,Nigeria,78Cletmike,
1596230824222932994,Nigeria,Godwincy_,verified': False
1873520106,Nigeria,whitecrow43,
222289436,Nigeria,AdamMannah,Environmentalist in training🌱'
2224934922,Nigeria,BisonEnraged,Stand for reasonable discourse freedom of speech respectful rebuttal. Open mind but i know what i believe. Pronouns are dumb'
2282270222,Nigeria,AVO2Dworld,ℭ𝔯𝔢𝔞𝔱𝔬𝔯. ‘𝕍𝕀𝔹𝔼𝕊’🌴 Out Now.'
229428955,Nigeria,511NYC,Traffic & transit updates for the New York City area provided by New York State 511. Visit the website for more feeds.
2786326915,Nigeria,carsonstephen14,Bengals News Updates’s and everything Bengals. Big fan of the 🧡🖤 just trying to give people News and takes on things. WHO DEY
2808105549,Nigeria,elmensmag,verified': False
284662974,Nigeria,RemyVTR15,Father Son Brother Believer in God Truth & Justice\nFree American---deal with it.\nBlessed & Thankful 2 God Almighty4 everything\nIf it is 2b it is up to ME!
294514865,Nigeria,wayne70147715,
3161045149,Nigeria,Helene88218505,满分同城约啪平台，五年信誉口碑最佳平台。会员遍布全国各地，累计女生3w+，全国招募男女会员，女生加入免费（需视频验证）男生会员制入会最低999，介意勿加，男生入会+V：ManFenjy555  备用V：MFJY67 Q：3143795663  查看女生信息招募→\n@MFJY555
3238426689,Nigeria,t16r5,
3748292295,Nigeria,WiserNigerian,Marine/project consultant// Good governance advocate. #EverythingOBIdient #Votewisely
383895257,Nigeria,LiFetMet,
383895257,Nigeria,MikeZ_Tech,Watching the world decay rapidly. I like automation/robotics oil $ES futures VIX and college football. Mostly I like college football. #GirlDad'
439927467,Nigeria,_akhimien,Architect. Passionate. Curious. Present.
453880154,Nigeria,PanshakHaggai,
458216319,Nigeria,SBearlover,Proud American who feels like our country is back on track. Stuck in a deep red state....THANK YOU BIDEN! #VoteOutGOP https://t.co/QOJTGH4xmj
55222766,Nigeria,,Wholesale (https://t.co/TiwGzzEHAT) Emergency Services (https://t.co/eryNxZetHe) Registered on   https://t.co/bH6IROPAHF (OShea Inc) 800-669-0903   816-531-1177
68655235,Nigeria,,id':
765315176,Nigeria,segun_OA,Hello World
810473529665814528,Nigeria,dolanmorgan,protected': False
826224919,Nigeria,njorogeh_paul,created_at':
826532549518204935,Nigeria,DucVu98,
838675091760287744,Nigeria,Teeblaq19,
872923898492399617,Nigeria,dcstarika,Citizen of the universe agnostic architect and a registered Independent.\n\nRetweeting art + the brilliance of every day tweeple. 🖊🖌🌊
875294427601928192,Nigeria,spreenwtf,hincha de boca como george
880551935102857217,Nigeria,_Aimhope,SFW art blog! - Yes hi!! 30 y/o - Autist- Artist - ADHD- trans old man\nART IN MEDIA TAB-blm
897173793545883648,Nigeria,Pedrozors11,Hasta la victoria siempre! 🧡\n\nLove freedom crypto vintage music with a soul & my dog 🐾\n\nI rather die on my feet than live on my knees #NoDistopia ✌️😎
96117406,Nigeria,justinejei09,و انا ماضون في طريقنا كالف سيل جارف وشمسنا لا'
975850201780023297,Nigeria,YoungNuch,wizkid stan !!! 🤞🏿\nSingle !!!!🇱🇷🇱🇷
987299875313405954,Nigeria,Ginaonyilo1,in whatever you do put God first\n👑 queen Gina👑\n@businesslady@\n⭐gracechild⭐
1033148036120305665,Norway,CarolLX,💙The LA Dodgers!💙Shih Tzu Mom Animal lover. Dragonfly follower. AJ Pollock fan! Passion for cars SCUBA diving.
1449796374363574277,Norway,KrakeTiffany27,官方地址：\nhttps://t.co/Jerg1R6BJt
3296891708,Norway,VijaySh09052461,Congress sevadal district coordinator Ajmer jila Rajasthan
97375251,Norway,The_Blast_AAU,We serve AAU girls basketball players in OH. @tylerjamesbates in NEO/NCO! @nxxtlvlbball in NWO! @theabner in Columbus! @lakesstorm in Cleveland!
1000595859178835968,Pakistan,NickFarman55,@catapultsports Northwest Regional Scout (WA/ID/OR/AK) FREE to student-athletes!!! #NWSTANDUP I West Coast Scout for @CGSAllStar I
1042240161617256448,Pakistan,Big_Cat_Barron,"24: Pro Life: Pro 2A: Legalize Cannabis: Psychedelics are the future of mental health treatment"""
1048883100753809408,Pakistan,MELBMEDITATE,protected': False
1162625238,Pakistan,,
1191855827667128320,Pakistan,KANGTAONOBLE,Parody Account.⠀⠀ ⠀ ⠀⠀ ⠀ ⠀⠀⠀⠀ ⠀ ⠀ ⠀⠀ ⠀ ⠀⠀ ⠀⠀ ⠀⠀ ⠀⠀ ⠀⠀⠀ ⠀ ⠀ ⠀⠀ ⠀ ⠀⠀ ⠀⠀ ⠀⠀⠀⠀ ⠀ ⠀⠀ ⠀ ⠀⠀ ⠀ ⠀⠀ ⠀ ⠀ ⠀ ⠀⠀ ⠀ ⠀⠀ ⠀ ⠀ ⠀⠀ ⠀ ⠀⠀ ⠀⠀ ⠀⠀ ⠀⠀
1293956527309697026,Pakistan,mikeireland,Teacher parent City Supporter Co-Owner of DCFC sports fan in general. #dctid.
1313516442155913217,Pakistan,,𝓣𝓱𝓮 𝓽𝓲𝓶𝓮 𝓲𝓼 𝓷𝓸𝔀 𝓸𝓷 𝓮𝓿𝓮𝓻𝔂𝓽𝓱𝓲𝓷𝓰!
1351483930667601922,Pakistan,DannyYu50933566,@DarkEchelonNFT @DegenPasss @AlphaX____ @SaltyPirateCrew @The_Habibiz @DystoApez @BitBearsNFT @AlphaAlphaHQ @TropixOfficial @crookznft @CryptoZombiez_
1384857673523412995,Pakistan,sheaydon,All you need is Love... and a Dog
1451669321218990080,Pakistan,Hadis09467264,
1462795398,Pakistan,,FreedomZone one inch at a time.
15018425,Pakistan,coffeegroog2,location':
150466730,Pakistan,,Adventure • Hiking • Mountains • Camping ⛰😀 - Mountain Leader - Usually exploring Snowdonia or the Lake District #getoutside #hikingadventures #adventure
1505785639710576648,Pakistan,,
1512561912,Pakistan,micklvscambs,
1529492301776830464,Pakistan,U87428,Fan of mile phakphum and apo nattawin\nThe unnamed fandom
2789879229,Pakistan,,Adult entertainment 🔞\nMatar el morbo un rato\nNos va el rollo interracial mogollón
303495844,Pakistan,jimim0828,Make it private ✨💜
3088724457,Pakistan,sully4846,Eternal patriot; Conserv; Retired NYPD; Brooklyn; God and Country. No DMs. DMs = INSTA BLOCK
39755514,Pakistan,ShootingWeather,Here to practice comedy. I love cult movies and dogs.
4866330561,Pakistan,,Think twice speak once. Lover of practical elegance. Molon Labe
701432497,Pakistan,DecimatedNzl,location':
825795703351894017,Pakistan,Lassharleymari1,gamer all out nerd and weirdo and dog lover. Books are loved as well. #Adhd.
864272400,Pakistan,susune92,25 | Fan de Final Fantasy ! 🤩🤩Tifa 🤩🤩 | ❤️❤️ Lulu ❤️❤️
871072594593800192,Pakistan,TinaOrt28690691,what are youoing here
885093337,Pakistan,Tokenn,verified': False
934860376046473216,Pakistan,MikeG4Hunnitt,Smooth Brained| Nutritionist: @noah__mina
939901806074912770,Pakistan,,Imago Dei. Pitbull Rescue 🇮🇹\n\ntell your dog I said hi
943115069558329345,Pakistan,AzizipourM,god always with me
950214957190209537,Pakistan,hipsterhalfling,leo/taurus/aquarius :: type Nine :: apparently my tweets leave those who read them confused+awed. she/her for those that care
993454242,Pakistan,scottgoblue314,name':
1370857166677151745,Panama,yamaking666,sailor on the seas of fate
2771164420,Peru,HullHowe176,ان بدلوا اوله اخرا وبدلوا الثاني بالاخر حدت
773593286917365760,Peru,,connecting dots . . .  have you found a way out ? @_nftcity | @antilabs_io | @x_periment_x 🧪
780575661081505792,Peru,stfuAaru12345,(she/her) || infj-t || if you know me no you dont
1099975647202557952,Philippines,JohnHar45782426,Birdwatcher and general Natural History mainly Butterflies Moths Dragonflies Flowers and Trees. Living North Warwickshire at the moment.
1244259953336033280,Philippines,,| 🏳️\u200d🌈 | he/him | 🇺🇦 living in 🇨🇿🇪🇺 | Слава Україні! 🇺🇦 |
963190169074466816,Philippines,,½Otaku🤝🏻\nPlus est en vous🌙🌌\nThe sea! The sea! The open sea! The blue the fresh the ever free!🐋
1267461047293751303,Poland,,Vegan animal lover and Mets Fan!
137816509,Portugal,,name':
1494118610515681283,Portugal,d1_llux,D1
1584310361372729344,Portugal,micheleruggeri6,
2755098826,Portugal,Williams_F1_USA,Official USA Williams Racing Fanpage with Memes and News about Williams AA23 NL6 JC55 LS6 ZO26
833420755786412034,Romania,StephenFoskett,I am not @SFoskett. I am a robot that repeats what he says and does online. But for one minute a day I am more than that.
768664173744103424,Russia,sharfulhaqawan,Fearless
70289960,Signapore,PlugN_Drive,created_at':
1411271485675782148,Slovenia,kaavya_exol,
102449083,South Africa,JuthiMorshed,
112789674,South Africa,Bantuu_,
1150778271505760256,South Africa,steppingonants,rambling bio-nerd. Playing with fish for a while.
1177291960874405889,South Africa,Milwaukee4Pete,We love the Bucks Brewers Packers and Pete Buttigieg! #teampeteforever
1306214251263127552,South Africa,,MEDICO\nIndia🇮🇳
1370702028125650945,South Africa,Pre2790,
1431221129633574915,South Africa,LegionAOD,Sonic Shocks/Owner of The Harvest Podcast Network Socials: https://t.co/fcwAEAaPxi He/Him 🏳️\u200d🌈 💜💙
1436303713497387008,South Africa,Girlwithaheart5,Always in a state of confusion.
1470868585618759684,South Africa,okon77qhih,
1501231696854794254,South Africa,GordonMcGowan11,
202988475,South Africa,regenerfarmtive,Less impact and more bio #regenerativeagriculture #permaculture
214400521,South Africa,GregGrace6,Lucy Craft LaneyGA 6’1 275 SR C & DT 2x 1st Team All Region 2x All Area 0⭐️ Cell:706-504-2721 NCAA ID: 2203485140 Email:rgrace1201@outlook.com #BeDifferent
23020850,South Africa,amc120,
2369715174,South Africa,Pearl_E1981,created_at':
371075039,South Africa,,EMCEE/D.J./BEATMAKER @RighteousStreet
4074998777,South Africa,Georgesonclay,Power Resides in where we believe it Resides. 🇳🇬 &🇬🇭
47050295,South Africa,malikshaz,
54498400,South Africa,Homeyra1988,Human rights advocate. \nActivist for Free Iran.\nBay Area.
597705626,South Africa,Ali96163251,
851924602775375873,South Africa,sicknessnote,public_metrics': {'followers_count': 5
937756066221379585,South Africa,Paul2586048833,
1302896034260168706,South Korea,thanh1_nguynan,Nevaeh❤️\nWWHS
1452359254749421569,South Korea,jaymz32956502,
251815423,South Korea,PascoeMarice,Retired teacher on holiday all the time like to have fun
551153971,South Korea,,
771571580417695744,Sovakia,cristian_gontar,
1020078110660878337,Spain,Layla_2468,💪🍃💚🍃 🇺🇦🐟💙Layla@LaylaWest@home.social'
1252904829191675905,Spain,ComputerrWizard,MSc Cyber Security and Digital Forensics in view.~\n\n3D modelling for video games VFX and 3D animation.~\n\nSerial Entrepreneur~\n\nCEO Jay and Dave digital LTD
1496118616705671172,Spain,dicearisuganya,Shye (やす) 22歳 || 日本語/eng/un poco esp || she/they || multifandom || I rt shirtless boys sometimes || enfp bitch\n\n• my tumblr is @ kaedyn / ask for discord
1524750786638409731,Spain,Deejah_Digital,I help young 9-5ers start a profitable online business using just their smartphone.
2850879477,Spain,ashi257,be fitter
3537694516,Spain,beanstalk_8,🤍 sbi 🤍 👑🪶🦝🎤🐝🖤🤍 pfp by @llivelburnout
506065984,Spain,,#Trading + Socks
821650201,Spain,ShreFeven,📢ድምፂ ውፅዕ ህዝበይ😢\n\nኣደይ ዓለመይ 🌎❤️\nትግራይ ሃገረይ🏖💛
1246109849345294336,Sweden,,20•Male•Black•I like Fire Emblem SMTMonster Hunter and most of Shonen Jump
1506017038300557317,Sweden,arabi_z,Author/analyst. Yemen Syria Egypt KSA Iran Iraq Lebanon Palestine arts Morocco policy war women prisoners.
1571949318000574464,Sweden,,Васян. Слежу за ангелоподобным хомяком\nUsed for work. I rarely write tweets
2211464678,Sweden,liz_bilbrey,the same items frm here
379977569,Sweden,,turn notis on || backup for @sub2lucash|| last updated 10/25/22||bot posts every 30 minutes||dm to be added to the bot and dm for ideas
780569790515585025,Sweden,WowitisPaula,
1497825889329229824,Switzerland,improv1208,
893437019472379909,Switzerland,444wookie,created_at':
1198622870966018054,Thailand,,#SuiGlobalRider\n\n💪#5ireTestnet #TopazTrooper
122476840,Thailand,BessGrey3,小仙女，可甜，可欲，素质，屌丝嘴炮勿扰，素质+QQ：1106659583
297742844,Thailand,brittanyzucker,Tribel: Brittany Zucker\nMastodon: @brittanyzucker
934899790386794496,Thailand,jazzy_greenmail,God is invisible incomprehensible we do not intellectually understand God but we experience him if we want. #ToriesOut \n#FBPE #indyref2 #AbolishTheMonarchy
1250527728698380289,The Netherlands,DGKMusic,23. Weird little composer orchestrator film archivist. (she/her)
1499151969700790276,The Netherlands,RenesheiaMuzzy,regret from the mistakes
1570669579214671873,The Netherlands,,Writer. #FlowerReport anchor. Tired Covid Cassandra. I live in a box of paints. ✍️ COMING TO MY SENSES (Penguin) @KenyonReview @thenation @JewishQuarterly etc.
38492601,The Netherlands,jaythesailor,Railway electrical engineer🚂⚡. Ex- Fleet Air Arm mechanic (RN)⚓🚁. Scuba diver🤿. #THFC #TTID Tottenham born & bred. #COYS💙
1077455690522902528,Turkey,eightiesbuckley,eleanor levetan apologist〔 19 ღ she/they ⚢ multi fan account ✿ 〕
1157909196777676800,Turkey,Aasif193,
1217970494747508736,Turkey,seyi2g,Director Public Engagement Self Healthcare Empowerment Initiative Executive Partner @Thinkvisory Partners. retweet’s are not endorsement.
1449827242943684613,Turkey,JayJosephLyrics,A bot that posts lyrics from Jay Joseph’s music every half hour. Followed by the man himself. Created and curated by @OrbSoda
1548058612639023104,Turkey,LisaHub74764096,the same items frm here
2502519117,Turkey,,Fenerbahce SK News Feed
3433587614,Turkey,maassac15,And here I sit so patiently\nWaiting to find out what price\nYou have to pay to get out of\nGoing through all these things twice
46935565,Turkey,Sharpoon14,Tusculum Pioneer. UK Wildcat. Boston sports fan living in the country.
68820341,Turkey,,
837330509353136128,Turkey,,id':
887252817198624768,Turkey,TraveloreReport,The Travelore Report has been published monthly since 1971. Our editorial team focuses on upscale travel values worldwide. The link is safe.'
918480689376518144,Turkey,TboneBaggins233,
2993788962,UAE,SheilaMTinkham,Artist in Residency Capital City Painter lover of the Impressionists studied at Georgia Tech
844878248123117568,UAE,Tufail_AKhan,
1165719800980615173,Uganda,_zinaria,Up north🧕…. DVM 🩺⏳…Philanthropist 🪔…IG@__.Zinaria business page:@_beddings_n_stuff'
1481358156156608512,Uganda,tesfay_molla,
1596961726100115456,Uganda,Jacklllucas,
1596961899849158656,Uganda,Tembieneyti14,
1596961992211927043,Uganda,SultanA34668423,
2971148061,Uganda,shekay69,#santasquad #gensquad #teamstacks #2222 #RoboticGang
472898734,Uganda,eahsmahbap,Gondolas guns surplus gear memes and the outdoors\n\nEbin \n\nFug \n\nBenis :DDDDDDD
1000013469368946691,UK,,
1015426782,UK,StevenBolander1,Perfect level weird according to @bitchystichy
1019253416,UK,,
102693320,UK,gilgreene,Professor Emeritus Ohio State University College of Social Work. Clinical social worker using strengths-based approaches.
1031499956413067264,UK,beachape88,NFT addict send help or send Eth !!!
103383073,UK,LeeLeeLino,Welcome to my thoughts 💭
1067418291638083584,UK,TringoGetaneh,
1074283326020771840,UK,,QQ：3145662581\n微信：popmeiqian\nQ群：595753100\n电报频道：https://t.co/26ZtXDXeYu
1082340050862571522,UK,offer_olivia,she/her and sad
1087563633284894720,UK,thespideygang,just a bot that tweets out spiderverse content every hour or so|run by @aromanticnoir
1100463874678116352,UK,AllyBeattie3,
1101485903518859264,UK,NCybot,
1107086654421061632,UK,,#Bitcoin  is the way of the future for Black people economically!!! Unapologetically Black first. B1... Tips accepted in #Bitcoin !!!
1131317989,UK,,
1133633795687632896,UK,,we hope doing well in exam
1134907050,UK,danielxploit1,Emprendedor con muchas ganas de aprender.  Apasionado de la tecnología el mercadeo y el mundo cripto.
1139296858801680386,UK,tonyduongs,
1140763441138978821,UK,LHGH93186849,#RespectMySex💚🤍💜 Terf Island 🏝
1143553243307548672,UK,AnoliWassel,Wer mit Menschen spieltsollte sie nicht unterschätzendenn wer den Teufel in ihnen wecktsollte das Feuer beherrschen🇩🇪!
1161241483388866560,UK,MelWhittaker5,
1163250458242310144,UK,TheOralBuffet,"Author and Activist #BluecheckedbyGod Author of the E-book ""25 Shades of Love: Book of Modern Day Love Poetry"" Available on on Amazon Kindle."
1165572223,UK,ArmandSarlangue,Nature photographer 🇫🇷 / Siena Drone Awards Photographer of the Year 2022 / Natgeo / Guardian/ California Academy of Sciences / @light_artists / @WHALEMembers
1165734957802672128,UK,marc_krypto,I like pictures and stuff
1184432823584858113,UK,QualityOnlineA1,Welcome to the home of professionalism where quality work in line with a quality grade is guaranteed. We are responding as Soon as possible 📩✍️
1185245214635675649,UK,,
121243842,UK,taleenkali,💀 💀 💀 💀 💀 @taleenkali on IG & TikTok 💿 New singles “Trash Talk” + “Only Lovers” out now🌹🎟 MUSIC MERCH TIX👇🏽 Album out 3.3.2023 🎸
1235999811188535296,UK,Trivenik04,1'
1239616965859323904,UK,HotAzrael,Latin 183 cm Vers performer 💪🏼/ 🔥+18
1247809673069121541,UK,MimMoradi,public_metrics': {'followers_count': 3
1293496585964400640,UK,scralston73,
1319289352623513603,UK,,
1326862794,UK,TigerKirby215,name':
1381212938371928072,UK,CalculoErgoZum,
1386120198802092032,UK,,Providing the latest in Business and Market information. Not an interactive communications feed.
1389311147803807746,UK,shahada74609286,From 🇨🇵\n❥ bipoclaire\n❥ roseinsomnie\n❥ Üniversitede Türkçe okuyorum.
1400601025,UK,billlamb1965,
1412776024962654208,UK,DEPoland,Vince Mallum Bono!
1417209202636959746,UK,noisesoundss,
1426601164703997956,UK,LaurieFitzptrck,Learned X&Os from playing the game.\nAll22 for ✏️@theNFLwire 🖌️@klipdraw
1461408454514548744,UK,DonnaThorson,protected': False
1461412110433406986,UK,MikeStoyanov,Actor. Writer. Sandwich enjoyer. #Blossom. Also #DarkKnight #Billions #Justified #Blacklist #BH90210 #CallMeKat #MadTV #MrShow #Conan Not as busy as I sound.
1464872387921338371,UK,_graciebatista_,bienvenide
1469632044863045632,UK,DenierNyc,Come for the legroom stay for the snark.
1475180533,UK,ParcePille,
1475644289367650304,UK,GT87449835,
1488256602444546061,UK,,Senior Seagull Analyst
1496344400649236483,UK,Piyawt_real,
1512093721818509314,UK,,bet slips gambling sports and sports media content. home of bad beat bet slips and group therapy for bettors #onepride #goblue
1521794283510149121,UK,,Wife to my wonderful Husband John Mother and Grandmother.\nCDL Freight and Big Truck Wrecker Driver for Reeds Wrecker service Helenwood TN
1524485520604213255,UK,jjfarquitectos,Estudio #arquitectura #Architecture #Photography and #design. Alcarria2000 y Promociones Inmobiliarias Plan Sur https://t.co/yWtPipvOxe
1540005941420204034,UK,RubenSa96,One Life One Chance
1543670516069924871,UK,,
1545024715630288896,UK,Wingman56,Fan of Braves Baseball Blooper World Domination an eventual Browns championship and Penn State victories.
1552715085059178497,UK,masso1954,Vintage cyclist that’s a sports enthusiast ...
1559571085041238016,UK,ullankrebcid,غرير لحاظ ناقص الخصر فاتن نكمل اذ في اخذ روح'
1561288285460123648,UK,,best stock market tips and latest news and updates on the stock market and cryptocurrency.\n#stockmarket #stocks #investing #trading #investment #money #finance
1572309293730304000,UK,,
1582832931835637760,UK,ogsaucepot,I’m just a dude from Chicago
1584492977694691333,UK,SilkVaughn,created_at':
1587467928886190081,UK,LinhTrn68347871,love idol bts 💜💜💜otp 🐯🐰bị u mê vì họ sẵn sàng vì họ army linh 💜💜💜
1587467928886190081,UK,sgttuvy,
1594279050347945984,UK,,id':
1628206670,UK,,
162866127,UK,,Barnsley FC 🔴⚪️                                                England 🏴\U000e0067\U000e0062\U000e0065\U000e006e\U000e0067\U000e007f
16316886,UK,geesdreamland,𝟸𝟸 ✰ 𝚅𝚒𝚛𝚝𝚞𝚊𝚕 𝙿𝚑𝚘𝚝𝚘𝚐𝚛𝚊𝚙𝚑𝚢 ✰ 𝙿𝚂𝟻 𝚊𝚗𝚍 𝚂𝚠𝚒𝚝𝚌𝚑
164593620,UK,KarenRabbitt,Jesus Follower. Author and Speaker. Retired psychotherapist. Writing: Today’s Christian Woman. Memoir Trading Fathers. Weekly Sunday Psalms.
1709794771,UK,MrsShanendoah,Wife autism mom patriot. Trump won the whole world knows it. I fight for the constitution. American by birth southern by the grace of God. Child of Christ
171258215,UK,,
177236485,UK,indiewrestling,Independent Wrestling | Streaming Live & On Demand | $10/month | Download on Android iOS Roku Fire TV Apple TV | DVD & B/R @smartmarkvideo | 日本語 @iwtv_jp
183551697,UK,,Fun & interesting designs strictly to lighten the mood
183862495,UK,_AmenGaga_,
18651120,UK,RadioFAfrica,location':
1909477267,UK,srarcanine,Lyon Rem Helsos brainrot|\nLyon Shiba (Behemoth) 🎮PSN: SrArcanine
192732053,UK,WizKing_Asta,This is kinda my diary..so stop reading••STREAM JABOUKIE’S ROCKWHYLER••Stan Asta he will be Wizard King!! May the Force be with you•I follow the cult back☀️
1936853149,UK,LunaHsfouv,He knows that there is no remedy for this trouble
1966184708,UK,,
19987249,UK,TsgeBrhane3,Proud to  be Tigraweytiy 💊💪
208700525,UK,ze_mannny,Mom. Human Being. Lover of souls. Michigander. #MSWarrior 🧡
21285205,UK,Brenda6614,Retired Teacher/Social Worker!Feminist! Noticed that there seems to be a lot of overturned rocks in Alberta these days!What an eyesore! Hope it changes in 2023?
2218432902,UK,,
2285500598,UK,Esmerelduhhh_,“You’re the girl that rockstars write songs about” She/Her/They/Them 🏳️\u200d🌈✊🏽🎮 Twitch Streamer and Mouseketeer. ✨ PFP by Holly Dart 🎯
2320907478,UK,zena301,location':
23922042,UK,Carolin34606495,we hope doing well in exam
250781787,UK,mikdona,🇵🇸   the oppressed of the world\n\nBlocked by @StandWithUs \nSabra Shatila\n#UyghurGenocide\n#UnfollowPeterHitchens\n#FreePalestine\n@freetibetorg\n#WhereIsPengShuai'
2582681095,UK,sunflowerrose99,I’m Rooting For Everyone Black🤎🤎🤎she/her
2605958124,UK,xAqHJXkTYBaDXwa,
2724551533,UK,,
2823365823,UK,cradilu,public_metrics': {'followers_count': 113
2880621087,UK,ellestarr16,من انين الحضارات اقبلت منكسرا وحشة العشب تجرح'
29194471,UK,,i rt nsfw sometimes. if that bothers you turn off rts BITCH!!! 🤪🤪🤪🤪
2984280598,UK,Abeke_ademide,BEAUTY | FASHION| LIFESTYLE\n\n📍 UNAPOLOGETIC HUSTLER\n📍 FASHION MODEL\n📍CHEF 📍FREELANCER
2984280598,UK,vincarter005,
30365182,UK,Anomulus0,She/They. Adult. Adults only please.
306928901,UK,lakecountydem,
31396223,UK,AshleyAviolla,Ashley Aviolla is a long time resident of Pasco County coming to the area in 1983 as a young child. She has strong roots in the region and is very well versed'
317852426,UK,MarcJoul,Interested in Web3 \n#Cnft\n#Nfts
336635626,UK,riverlevel_0837,One of 1000’s of unique automated river level accounts part of the http://t.co/LJVIAhj6Cp and http://t.co/KVOHg9Kpsi systems. Email: info@shoothill.com'
339308159,UK,Bayo94138106,wiz stan......run away from war zone
33947812,UK,karlmadden63,
33947812,UK,debr3322,Churchill: “A free press is the unsleeping guardian of every other right that free men prize; it is the most
342617934,UK,Bernah254,
364309971,UK,Chappy29177019,Football fan'
381440196,UK,,hi all! 🖤 writer of smut maker of memes 🏴\u200d☠️🍊💕💛💙📝 pfp by @faeeebaeee 🔞 nsfw content 🔞👀 minors dni
3853775741,UK,aynaz01161858,たばれ.
395581734,UK,,ASU Football Equipment🔱
4089296830,UK,aries0321670691,A Free Spirited Idealist .. I Believe in Character not Reputation I Believe in the Power of Love
414898511,UK,dayhikingtrails,The only complete guide to great day hiking trails at popular state and national parks as well as family-friendly hiking tips. #dayhikingtrails'
415801010,UK,merri_116,Wife mother grandmother Christian Conservative
4181080761,UK,Stulord1,Packers Owner | 162lbs lost | Boring Tweets
424753040,UK,KEVNDU,kevin sad
44583239,UK,Ukhizir2,
459578223,UK,NoVenomThanks,FJB.  Nuked again x5 miss my old Twitter fam. Love God 🙏💖 our freedom kelpies doggos and animals. Aussie. Hate corruption. No \n v a x  EVER
467357552,UK,OIfori,Not a Stan account but I love Beauty Tukura⚓🌟
470444114,UK,mahighermez10,
474973688,UK,prkr1111,♊︎☀️♍︎🌙♈︎↗️ 23 insta: prkr111
485064670,UK,KeithClyde69,Keith' (my name is Steve) my sister calls me
4906021990,UK,TwinJokic,| Aspiring @NBA2kLeague Center | 𝑻𝑯𝑬 𝑭𝒍𝒐𝒐𝒓 𝑮𝒆𝒏𝒆𝒓𝒂𝒍 ⚠️ | Captain Of @Contagious5ive 🎭| Duo: @ESSxMJx 🐔| @FrontLine2k 🖤| #ʜᴜᴍʙʟᴇ🔋
515865307,UK,SpanglyDaisy,Labour Trade Union & NHS supporter 💙 Feminist anti racist #FBPE 🇪🇺LFC fan if we must have a ‘King of the World’ let it be Jurgen Klopp. #DisabilityRights
549533741,UK,,Cymru💝 Wales❤
553458508,UK,SweetSueBlue,I will resist and fight back for mine and yours: children grandchildren and for the generations not yet born. If you put me on a list I will block you.
5864232,UK,sleepydoremouse,
6424562,UK,Johnrg2G,Hola'
70658199,UK,Kokoki66701,
731416927,UK,BuzzBoncath,Welsh international football & science. Boi o Sir Benfro sydd wedi dysgu Cymraeg. Occasionally sweary. My own views. RTs & likes aren’t always endorsements
735892470,UK,goodiegooddog,I can’t remember my password
